Order_listened,Title,Artist,Duration_in_milliseconds
1328,老鼠愛大米,Twins,262480
1329,黃昏,Steve Chou,344200
1330,約定 - 2016 Live Version,Michael Wong,233666
1331,有点甜,Silence Wang,121133
1332,有点甜,Silence Wang,114071
1333,異類,Hua Chen Yu,406551
1334,是想你的聲音啊,傲七爺,234811
1335,中国话,S.H.E,194026
1336,芒种,音阙诗听,216000
1337,咖啡 (LH x KW),Lu Han,194683
1338,皮埃罗,徐艺洋,186141
1339,瀟灑小姐,Elva Hsiao,223106
1340,Turn Back Time,WayV,43609
1341,Honey,Cyndi Wang,1151
1342,髮如雪,Jay Chou,3669
1343,童話,Michael Wong,767
1344,Turn Back Time,WayV,175087
1345,SING-Moonlight Thoughts,SING女團,12039
1346,Downwind,China songs,221216
1347,一翦梅,Fei Yu-ching,234866
1348,學貓叫,小潘潘,98970
1349,#126: Mom “Cures” Son With Incest (Murder of Barbara Baekeland),Rotten Mango,4931125
1350,#127: The Hammer Man Strangler (Case of Harvey Carignan),Rotten Mango,31019
1351,#129: High School Boys Kill Hot Teacher’s Husband (Case of Pamela Smart Part 2),Rotten Mango,14336
1352,#128: “Hot Teacher” Teaches Boys To Kill (Case of Pamela Smart),Rotten Mango,2642901
1353,#128: “Hot Teacher” Teaches Boys To Kill (Case of Pamela Smart),Rotten Mango,2175791
1354,#129: High School Boys Kill Hot Teacher’s Husband (Case of Pamela Smart Part 2),Rotten Mango,58699
1355,#129: High School Boys Kill Hot Teacher’s Husband (Case of Pamela Smart Part 2),Rotten Mango,3739338
1356,#130: The Murder Planned In The Psychiatric Ward (Case of Celeste Beard),Rotten Mango,1687
1357,#130: The Murder Planned In The Psychiatric Ward (Case of Celeste Beard),Rotten Mango,3485333
1358,city,YMB,8768
1359,たぶん,YOASOBI,14037
1360,阿楚姑娘,TIA RAY,746
1361,冰激凌,Z.TAO,917
1362,Honey,Cyndi Wang,725
1363,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,853
1364,[Wen Qing] woodland,Gao Qiuzi,1301
1365,Sometimes,王以綸,682
1366,我要变好看,周思涵,768
1367,髮如雪,Jay Chou,682
1368,時候,Sue,831
1369,たぶん,YOASOBI,10112
1370,未接來電,莫宰羊,1215
1371,Wu Ji - Piano Ver.,Hai Lin,725
1372,愛是,連淮偉,197045
1373,異類,Hua Chen Yu,725
1374,異類,Hua Chen Yu,938
1375,[Xue Yang] Huang Cheng Du,周深,7210
1376,万有引力,F*yy,426
1377,万有引力,F*yy,703
1378,万有引力,F*yy,170
1379,会不会再见,徐艺洋,199897
1380,童話,Michael Wong,3583
1381,童話,Michael Wong,1600
1382,不得不愛,Will Pan,5534
1383,青花瓷,Jay Chou,11969
1384,那些年,Hu Xia,369866
1385,大碗宽面,吴亦凡,12182
1386,Come Back My Love,安唯綾,874
1387,那女孩對我說,Rachel Liang,268875
1388,安靜,Jay Chou,1386
1389,Wanan,齐悦,1322
1390,皮埃罗,徐艺洋,3413
1391,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,981
1392,喜欢你,Kit Chan,265906
1393,我很快樂,Eric Chou,1002
1394,飄雪,Priscilla Chan,1151
1395,咖啡 (LH x KW),Lu Han,1386
1396,是想你的聲音啊,傲七爺,1109
1397,Ring Ring Ring,S.H.E,746
1398,飞鸟和蝉,Ren Ran,1920
1399,Say Yes,徐紫茵,960
1400,Yume To Hazakura - Chinese,NSZX,1215
1401,黃昏,Steve Chou,960
1402,老鼠愛大米,Twins,2197
1403,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,6357
1404,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1280
1405,Turn Back Time,WayV,1109
1406,我的秘密 (MySecret),G.E.M.,576
1407,我的秘密 (MySecret),G.E.M.,1664
1408,123我爱你,新乐尘符,5977
1409,瀟灑小姐,Elva Hsiao,917
1410,You Have Me,China songs,223375
1411,約定 - 2016 Live Version,Michael Wong,17020
1412,Downwind,China songs,2453
1413,一翦梅,Fei Yu-ching,682
1414,中国话,S.H.E,981
1415,告白氣球,Jay Chou,215146
1416,枕邊童話,愛寫歌的小田,4856
1417,小幸運,Hebe Tien,1173
1418,過 (Should've Let Go),Jackson Wang,203786
1419,有点甜,Silence Wang,1066
1420,Never Stop,China songs,211022
1421,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,5918
1422,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,199679
1423,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1424,四季予你,程響,1545
1425,心如止水,Ice Paper,831
1426,贰叁,吴亦凡,1450
1427,Miracle,高瀚宇,216857
1428,When I Was Eighteen,China songs,182508
1429,學貓叫,小潘潘,209218
1430,大魚 - 唱片版,周深,140819
1431,大魚 - 唱片版,周深,510
1432,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1220
1433,颗粒季,希林娜依•高,2570
1434,飞鸟和蝉,Ren Ran,1000
1435,童話,Michael Wong,660
1436,Turn Back Time,WayV,15570
1437,皮埃罗,徐艺洋,186141
1438,異類,Hua Chen Yu,208013
1439,老鼠愛大米,Twins,262480
1440,冰激凌,Z.TAO,228311
1441,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1442,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,186000
1443,Say Yes,徐紫茵,234269
1444,有点甜,Silence Wang,235200
1445,青花瓷,Jay Chou,237346
1446,安靜,Jay Chou,334240
1447,四季予你,程響,248527
1448,You Have Me,China songs,223375
1449,Wu Ji - Piano Ver.,Hai Lin,83600
1450,黃昏,Steve Chou,344200
1451,阿楚姑娘,TIA RAY,248828
1452,飄雪,Priscilla Chan,236960
1453,不得不愛,Will Pan,281413
1454,我很快樂,Eric Chou,296987
1455,Ring Ring Ring,S.H.E,45538
1456,summertime,cinnamons,19330
1457,まよいづき,onoken feat. Misaki,282106
1458,from the edge -TV ver.-,FictionJunction,2390
1459,Kimi Ga Nokoshita Sekai De,THE SxPLAY,227441
1460,ちるちる,Reol,2051
1461,Re:You~彼の地を知りえたとして~,ゆゆうた,11240
1462,Fly Me To The Moon - 2008 Remastered,Frank Sinatra,6530
1463,Blossom,b/t,2600
1464,Fly Me to the Moon,Michael Bubble,140066
1465,Fly Me To The Moon - 2008 Remastered,Frank Sinatra,112970
1466,我要变好看,周思涵,980
1467,過 (Should've Let Go),Jackson Wang,6780
1468,皮埃罗,徐艺洋,186141
1469,Sometimes,王以綸,2660
1470,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,92838
1471,那些年,Hu Xia,369866
1472,[Xue Yang] Huang Cheng Du,周深,259178
1473,冰激凌,Z.TAO,228311
1474,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,32197
1475,愛是,連淮偉,197045
1476,SING-Moonlight Thoughts,SING女團,231446
1477,颗粒季,希林娜依•高,167773
1478,123我爱你,新乐尘符,3733
1479,大魚 - 唱片版,周深,4641
1480,告白氣球,Jay Chou,215146
1481,阿楚姑娘,TIA RAY,2645
1482,枕邊童話,愛寫歌的小田,1194
1483,髮如雪,Jay Chou,13567
1484,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,1280
1485,大碗宽面,吴亦凡,1024
1486,我很快樂,Eric Chou,1066
1487,Never Stop,China songs,211022
1488,万有引力,F*yy,5287
1489,Super Power,徐艺洋,1152
1490,I Miss You,Joyce Chu,158160
1491,異類,Hua Chen Yu,208013
1492,Honey,Cyndi Wang,59130
1493,芒种,音阙诗听,2069
1494,學貓叫,小潘潘,209218
1495,You Have Me,China songs,280537
1496,異類,Hua Chen Yu,5576
1497,[Xue Yang] Huang Cheng Du,周深,259178
1498,大碗宽面,吴亦凡,917
1499,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1045
1500,童話,Michael Wong,895
1501,童話,Michael Wong,917
1502,中国话,S.H.E,874
1503,中国话,S.H.E,1301
1504,大碗宽面,吴亦凡,5630
1505,飄雪,Priscilla Chan,1109
1506,約定 - 2016 Live Version,Michael Wong,768
1507,飞鸟和蝉,Ren Ran,917
1508,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,253133
1509,黃昏,Steve Chou,1813
1510,无题 - 网剧《山河令》插曲,Hu Xia,768
1511,喜欢你,Kit Chan,265906
1512,四季予你,程響,1258
1513,Wanan,齐悦,1280
1514,皮埃罗,徐艺洋,874
1515,髮如雪,Jay Chou,2645
1516,那些年,Hu Xia,369866
1517,Yume To Hazakura - Chinese,NSZX,831
1518,心如止水,Ice Paper,85
1519,老鼠愛大米,Twins,794
1520,贰叁,吴亦凡,1386
1521,一翦梅,Fei Yu-ching,256
1522,SING-Moonlight Thoughts,SING女團,1685
1523,123我爱你,新乐尘符,746
1524,会不会再见,徐艺洋,199897
1525,大魚 - 唱片版,周深,22534
1526,青花瓷,Jay Chou,237346
1527,愛是,連淮偉,119274
1528,Say Yes,徐紫茵,725
1529,万有引力,F*yy,2944
1530,When I Was Eighteen,China songs,789
1531,I Miss You,Joyce Chu,105493
1532,Say Yes,徐紫茵,9716
1533,When I Was Eighteen,China songs,182508
1534,異類,Hua Chen Yu,725
1535,天赋,唐嫣,1023
1536,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,1024
1537,Come Back My Love,安唯綾,1215
1538,髮如雪,Jay Chou,1408
1539,時候,Sue,1130
1540,会不会再见,徐艺洋,1194
1541,Super Power,徐艺洋,2154
1542,心如止水,Ice Paper,746
1543,黃昏,Steve Chou,1002
1544,贰叁,吴亦凡,981
1545,一翦梅,Fei Yu-ching,640
1546,告白氣球,Jay Chou,1194
1547,未接來電,莫宰羊,1365
1548,SING-Moonlight Thoughts,SING女團,810
1549,告白氣球,Jay Chou,215146
1550,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,1216
1551,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1552,Ring Ring Ring,S.H.E,2773
1553,飞鸟和蝉,Ren Ran,2240
1554,Ten Years of Hits - Mandarin Version,黃冠筑,789
1555,Turn Back Time,WayV,2509
1556,Wu Ji - Piano Ver.,Hai Lin,789
1557,Never Stop,China songs,211022
1558,Honey,Cyndi Wang,13202
1559,大魚 - 唱片版,周深,1194
1560,過 (Should've Let Go),Jackson Wang,789
1561,无题 - 网剧《山河令》插曲,Hu Xia,703
1562,You Have Me,China songs,223375
1563,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,18774
1564,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,202759
1565,四季予你,程響,6507
1566,愛是,連淮偉,197045
1567,咖啡 (LH x KW),Lu Han,6059
1568,那女孩對我說,Rachel Liang,268875
1569,喜欢你,Kit Chan,265906
1570,Wanan,齐悦,789
1571,我很快樂,Eric Chou,1216
1572,枕邊童話,愛寫歌的小田,768
1573,是想你的聲音啊,傲七爺,533
1574,青花瓷,Jay Chou,1728
1575,小幸運,Hebe Tien,1344
1576,我要变好看,周思涵,8554
1577,不得不愛,Will Pan,960
1578,老鼠愛大米,Twins,6041
1579,Downwind,China songs,1429
1580,123我爱你,新乐尘符,661
1581,I Miss You,Joyce Chu,145130
1582,シルシ,LiSA,2474
1583,紅蓮華,LiSA,3157
1584,ADAMAS,LiSA,1536
1585,まよいづき,onoken feat. Misaki,282106
1586,from the edge -TV ver.-,FictionJunction,90102
1587,Departures 〜あなたにおくるアイの歌〜,EGOIST,255013
1588,たぶん,YOASOBI,258666
1589,Re:You~彼の地を知りえたとして~,ゆゆうた,156000
1590,サイサキ,Reol,217680
1591,404 not found,Reol,244906
1592,crossing field,LiSA,138893
1593,Le Festin,Camille,170786
1594,Le Festin,Camille,554
1595,冰激凌,Z.TAO,810
1596,喜欢你,Kit Chan,981
1597,枕邊童話,愛寫歌的小田,810
1598,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,703
1599,約定 - 2016 Live Version,Michael Wong,874
1600,髮如雪,Jay Chou,1493
1601,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,5653
1602,123我爱你,新乐尘符,1322
1603,喜欢你,Kit Chan,265906
1604,123我爱你,新乐尘符,151470
1605,123我爱你,新乐尘符,19520
1606,You Have Me,China songs,223375
1607,飞鸟和蝉,Ren Ran,296006
1608,一翦梅,Fei Yu-ching,234866
1609,那女孩對我說,Rachel Liang,268875
1610,When I Was Eighteen,China songs,182508
1611,四季予你,程響,1045
1612,異類,Hua Chen Yu,208013
1613,大魚 - 唱片版,周深,576
1614,是想你的聲音啊,傲七爺,4580
1615,颗粒季,希林娜依•高,1343
1616,芒种,音阙诗听,853
1617,Turn Back Time,WayV,1173
1618,安靜,Jay Chou,1301
1619,瀟灑小姐,Elva Hsiao,1536
1620,Wu Ji - Piano Ver.,Hai Lin,746
1621,阿楚姑娘,TIA RAY,1663
1622,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,1045
1623,Ten Years of Hits - Mandarin Version,黃冠筑,682
1624,I Miss You,Joyce Chu,158160
1625,那些年,Hu Xia,311654
1626,Wanan,齐悦,1023
1627,皮埃罗,徐艺洋,2048
1628,我很快樂,Eric Chou,1024
1629,飄雪,Priscilla Chan,8581
1630,Come Back My Love,安唯綾,1215
1631,那些年,Hu Xia,58203
1632,心如止水,Ice Paper,1216
1633,Miracle,高瀚宇,1109
1634,未接來電,莫宰羊,917
1635,Wanan,齐悦,194285
1636,我很快樂,Eric Chou,296987
1637,[Xue Yang] Huang Cheng Du,周深,5738
1638,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,3214
1639,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,490
1640,[Wen Qing] woodland,Gao Qiuzi,2112
1641,小幸運,Hebe Tien,810
1642,小幸運,Hebe Tien,2026
1643,那些年,Hu Xia,938
1644,學貓叫(Remix版),小潘潘,789
1645,那些年,Hu Xia,57493
1646,Before You Go,Lewis Capaldi,215106
1647,traitor,Olivia Rodrigo,229226
1648,Fall For You,Secondhand Serenade,185600
1649,I Know You so Well,Sarah Meow,4044
1650,Last Cup of Coffee Cover,Natsumiii,70624
1651,Producer Man,Lyn Lapid,2026
1652,Best Part (feat. H.E.R.),Daniel Caesar,179562
1653,happier,Olivia Rodrigo,1066
1654,Producer Man,Lyn Lapid,141672
1655,enough for you,Olivia Rodrigo,1151
1656,SHEEEEESH,Elevate,917
1657,happier,Olivia Rodrigo,63907
1658,last cup of coffee,LilyPichu,161636
1659,In My Mind,Lyn Lapid,162794
1660,Someone You Loved,Lewis Capaldi,182160
1661,She Used To Be Mine,Sara Bareilles,250266
1662,Let Me Down Slowly,Alec Benjamin,938
1663,that friend,Mad Tsai,8566
1664,drivers license,Olivia Rodrigo,242013
1665,dreamy night,LilyPichu,245876
1666,I GUESS I'M IN LOVE,Clinton Kane,211097
1667,A Love Song For You,汪睿,6208
1668,Froyo (feat. Clairo & Aso),Hans.,27342
1669,Blow Us All Away,Ariana DeBose,2321
1670,Burn,Phillipa Soo,225240
1671,冰激凌,Z.TAO,853
1672,飄雪,Priscilla Chan,831
1673,Come Back My Love,安唯綾,1557
1674,颗粒季,希林娜依•高,853
1675,飞鸟和蝉,Ren Ran,768
1676,黃昏,Steve Chou,831
1677,老鼠愛大米,Twins,874
1678,123我爱你,新乐尘符,1770
1679,I Miss You,Joyce Chu,158160
1680,SING-Moonlight Thoughts,SING女團,231446
1681,枕邊童話,愛寫歌的小田,618
1682,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1151
1683,Ring Ring Ring,S.H.E,725
1684,Never Stop,China songs,211022
1685,髮如雪,Jay Chou,703
1686,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1344
1687,童話,Michael Wong,5251
1688,Yume To Hazakura - Chinese,NSZX,1151
1689,贰叁,吴亦凡,682
1690,Downwind,China songs,1258
1691,未接來電,莫宰羊,1130
1692,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,253133
1693,Downwind,China songs,221216
1694,Honey,Cyndi Wang,75903
1695,過 (Should've Let Go),Jackson Wang,917
1696,Honey,Cyndi Wang,214386
1697,過 (Should've Let Go),Jackson Wang,1561
1698,You Have Me,China songs,223375
1699,我的秘密 (MySecret),G.E.M.,0
1700,会不会再见,徐艺洋,199897
1701,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1702,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,257254
1703,[Wen Qing] woodland,Gao Qiuzi,233863
1704,大碗宽面,吴亦凡,221495
1705,天赋,唐嫣,277469
1706,四季予你,程響,1045
1707,我很快樂,Eric Chou,874
1708,是想你的聲音啊,傲七爺,118155
1709,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1002
1710,When I Was Eighteen,China songs,182508
1711,Sometimes,王以綸,249472
1712,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,55125
1713,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,1194
1714,中国话,S.H.E,2282
1715,愛是,連淮偉,197045
1716,時候,Sue,247139
1717,喜欢你,Kit Chan,265906
1718,芒种,音阙诗听,216000
1719,學貓叫,小潘潘,209218
1720,那女孩對我說,Rachel Liang,268875
1721,Super Power,徐艺洋,11183
1722,All Day and All Night,FluoLente,99417
1723,Analog,leaf beach,97433
1724,lunarize,invention_,126153
1725,Sleepy Story.,Barnes Blvd.,115315
1726,Catch the Wind,Saib,173779
1727,Slowly,jrd.,132453
1728,two scents,jhfly,66571
1729,Cotton Cloud,Fatb,123006
1730,Distance,Jordy Chandra,123010
1731,I Still Like You,ビクター ＭＫＩＩ,140270
1732,Sorry for Not Answering the Phone I'm Too Busy Trying to Fly Away,In Love With a Ghost,132413
1733,letting go,potsu,198825
1734,Denpasar,Maple Syrup,134859
1735,Like Silk,Sleepdealer,124675
1736,Wl Up,Manny,124691
1737,Smoke & Coffee,Squareface,126089
1738,Running to You,Angela Zhang,29696
1739,Facade,Joker Xue,7786
1740,Soulmate,Xu Kai,208998
1741,Follow the Light,Krystal Chan,213523
1742,Signs of You,Zhai Xiaowen,188342
1743,Heroes,Air League Band,161476
1744,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,180237
1745,Everytime,WayV,178582
1746,Edge,Naomi Wong,184687
1747,Before Dawn,Gao Han,202770
1748,Sentimental Journey,Various Artists,4949
1749,Soulmate Solo Ver,Lara Liang,207500
1750,Running to You,Angela Zhang,81557
1751,Facade,Joker Xue,248160
1752,Soulmate,Xu Kai,208998
1753,Follow the Light,Krystal Chan,213523
1754,Signs of You,Zhai Xiaowen,188342
1755,Heroes,Air League Band,161476
1756,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,180237
1757,Everytime,WayV,134642
1758,Everytime,WayV,2581
1759,Soulmate Solo Ver,Lara Liang,11285
1760,Soulmate,Xu Kai,7765
1761,Soulmate,Xu Kai,3818
1762,Soulmate Solo Ver,Lara Liang,374796
1763,Meditation Music,Various Artists,3968
1764,皮埃罗,徐艺洋,1578
1765,飄雪,Priscilla Chan,874
1766,老鼠愛大米,Twins,1408
1767,123我爱你,新乐尘符,768
1768,会不会再见,徐艺洋,199897
1769,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,257254
1770,I Miss You,Joyce Chu,158160
1771,枕邊童話,愛寫歌的小田,190954
1772,不得不愛,Will Pan,281413
1773,阿楚姑娘,TIA RAY,248828
1774,中国话,S.H.E,194026
1775,SING-Moonlight Thoughts,SING女團,231446
1776,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,253133
1777,Sometimes,王以綸,249472
1778,四季予你,程響,725
1779,Never Stop,China songs,211022
1780,時候,Sue,960
1781,我的秘密 (MySecret),G.E.M.,9257
1782,Turn Back Time,WayV,218680
1783,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,320165
1784,異類,Hua Chen Yu,208013
1785,約定 - 2016 Live Version,Michael Wong,6371
1786,Running to You,Angela Zhang,2645
1787,Facade,Joker Xue,248160
1788,Soulmate,Xu Kai,35338
1789,Soulmate,Xu Kai,173668
1790,Follow the Light,Krystal Chan,213523
1791,Signs of You,Zhai Xiaowen,188342
1792,Heroes,Air League Band,161476
1793,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,137035
1794,Comedy,Gen Hoshino,12693
1795,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,1664
1796,Running to You,Angela Zhang,1749
1797,Facade,Joker Xue,1045
1798,Soulmate,Xu Kai,208998
1799,Signs of You,Zhai Xiaowen,5104
1800,Follow the Light,Krystal Chan,213523
1801,Heroes,Air League Band,161476
1802,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,180237
1803,Everytime,WayV,178582
1804,Edge,Naomi Wong,184687
1805,Before Dawn,Gao Han,202770
1806,Soulmate Solo Ver,Lara Liang,207500
1807,Sentimental Journey,Various Artists,113520
1808,Overture - Merrie Melodies Main Title Music,Bugs Bunny,9408
1809,"Indecent Proposal (From the Movie ""Indecent Proposal"")",The Cinematic Film Band,102866
1810,Signs of You,Zhai Xiaowen,7894
1811,Follow the Light,Krystal Chan,213523
1812,Heroes,Air League Band,1621
1813,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,180237
1814,Everytime,WayV,163058
1815,Running to You,Angela Zhang,278428
1816,Facade,Joker Xue,4088
1817,Soulmate,Xu Kai,208998
1818,Follow the Light,Krystal Chan,213523
1819,Signs of You,Zhai Xiaowen,188342
1820,Heroes,Air League Band,30073
1821,Wanan,齐悦,1344
1822,大魚 - 唱片版,周深,682
1823,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1066
1824,[Wen Qing] woodland,Gao Qiuzi,874
1825,[Yicheng Group] Gu Cheng,Krystal Chan,810
1826,Heroes,Air League Band,3861
1827,瀟灑小姐,Elva Hsiao,938
1828,喜欢你,Kit Chan,265906
1829,Ten Years of Hits - Mandarin Version,黃冠筑,273750
1830,飄雪,Priscilla Chan,236960
1831,Never Stop,China songs,211022
1832,Honey,Cyndi Wang,214386
1833,Downwind,China songs,221216
1834,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,202759
1835,安靜,Jay Chou,334240
1836,Miracle,高瀚宇,216857
1837,我很快樂,Eric Chou,296987
1838,枕邊童話,愛寫歌的小田,190954
1839,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,257254
1840,心如止水,Ice Paper,243750
1841,会不会再见,徐艺洋,199897
1842,颗粒季,希林娜依•高,1365
1843,老鼠愛大米,Twins,1730
1844,Turn Back Time,WayV,1045
1845,SING-Moonlight Thoughts,SING女團,895
1846,123我爱你,新乐尘符,853
1847,Wu Ji - Piano Ver.,Hai Lin,83600
1848,異類,Hua Chen Yu,1301
1849,天赋,唐嫣,831
1850,學貓叫,小潘潘,1066
1851,學貓叫,小潘潘,896
1852,咖啡 (LH x KW),Lu Han,1194
1853,Sometimes,王以綸,1194
1854,Say Yes,徐紫茵,1002
1855,万有引力,F*yy,746
1856,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1557
1857,童話,Michael Wong,810
1858,Super Power,徐艺洋,1088
1859,Super Power,徐艺洋,554
1860,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1343
1861,未接來電,莫宰羊,1088
1862,中国话,S.H.E,1600
1863,那女孩對我說,Rachel Liang,268875
1864,我的秘密 (MySecret),G.E.M.,248486
1865,大碗宽面,吴亦凡,1045
1866,青花瓷,Jay Chou,1215
1867,无题 - 网剧《山河令》插曲,Hu Xia,6310
1868,When I Was Eighteen,China songs,126165
1869,我很快樂,Eric Chou,296987
1870,一翦梅,Fei Yu-ching,39052
1871,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,320165
1872,告白氣球,Jay Chou,215146
1873,Wanan,齐悦,194285
1874,皮埃罗,徐艺洋,186141
1875,未接來電,莫宰羊,238006
1876,飄雪,Priscilla Chan,236960
1877,是想你的聲音啊,傲七爺,234811
1878,學貓叫(Remix版),小潘潘,216990
1879,贰叁,吴亦凡,320618
1880,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1881,安靜,Jay Chou,334240
1882,Say Yes,徐紫茵,234269
1883,喜欢你,Kit Chan,265906
1884,老鼠愛大米,Twins,262480
1885,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,22782
1886,Running to You,Angela Zhang,4416
1887,Facade,Joker Xue,2410
1888,Soulmate,Xu Kai,208998
1889,Follow the Light,Krystal Chan,213523
1890,Signs of You,Zhai Xiaowen,188342
1891,Heroes,Air League Band,161476
1892,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,119753
1893,"Warrior (JOSHUA, 文俊辉, 徐明浩, MINGYU, VERNON from SEVENTEEN)",SEVENTEEN,60493
1894,Everytime,WayV,178582
1895,Edge,Naomi Wong,9052
1896,Genius of Takwin,Yu-Peng Chen,682
1897,Genius of Takwin,Yu-Peng Chen,8362
1898,Genius of Takwin,Yu-Peng Chen,100369
1899,Preparation of Matsuri,Yu-Peng Chen,26401
1900,"Good Night, Liyue",Yu-Peng Chen,26750
1901,Island of Crystal and Pearl,HOYO-MiX,91200
1902,Illuminated Coral Palace,HOYO-MiX,83566
1903,Peaceful Wishes,HOYO-MiX,65600
1904,A Tranquil Town,HOYO-MiX,68166
1905,Stroll Along the Beach,HOYO-MiX,79911
1906,In a Harmonious Atmosphere,HOYO-MiX,98151
1907,Stories Untold,HOYO-MiX,141399
1908,What Now Remains,HOYO-MiX,66874
1909,What Now Remains,HOYO-MiX,50766
1910,Roaming in Silence,HOYO-MiX,87032
1911,Lonely Journey,HOYO-MiX,69459
1912,Swath of Desolation,HOYO-MiX,70545
1913,Echoes of Solitude,HOYO-MiX,102953
1914,Mournful Whisperings,HOYO-MiX,102914
1915,Desire for Calm,HOYO-MiX,107918
1916,A Fragment of Peace,HOYO-MiX,56169
1917,Hedgehog's Dilemma,Shiro Sagisu,167306
1918,Barefoot In The Park,Shiro Sagisu,3244
1919,Fly Me Away,StreamBeats Originals,155454
1920,愛是,連淮偉,2040
1921,Fly Me Away - Instrumental,StreamBeats Originals,155454
1922,Fly Me Away,StreamBeats Originals,155454
1923,Fly Me Away - Instrumental,StreamBeats Originals,155454
1924,Fly Me Away,StreamBeats Originals,155454
1925,Fly Me Away - Instrumental,StreamBeats Originals,155454
1926,Fly Me Away,StreamBeats Originals,155454
1927,Fly Me Away - Instrumental,StreamBeats Originals,155454
1928,Fly Me Away,StreamBeats Originals,155454
1929,Fly Me Away - Instrumental,StreamBeats Originals,155454
1930,Fly Me Away,StreamBeats Originals,155454
1931,Fly Me Away - Instrumental,StreamBeats Originals,155454
1932,Fly Me Away,StreamBeats Originals,155454
1933,Fly Me Away - Instrumental,StreamBeats Originals,155454
1934,Fly Me Away,StreamBeats Originals,155454
1935,Fly Me Away - Instrumental,StreamBeats Originals,155454
1936,Fly Me Away,StreamBeats Originals,155454
1937,Fly Me Away - Instrumental,StreamBeats Originals,155454
1938,Fly Me Away,StreamBeats Originals,155454
